word,video_url
layout,layout.mp4
lære 1,laere-1.mp4
lære 2,laere-2.mp4
læreplan,laereplan.mp4
læreplass,laereplass.mp4
lærer,laerer.mp4
læretid,laeretid.mp4
læstadianer 1,laestadianer-1.mp4
læstadianer 2,laestadianer-2.mp4
le,le.mp4
le godt,le-godt.mp4
ledd (del),ledd-del.mp4
lede/-r 1,lede-r-1.mp4
lede/-r 2,lede-r-2.mp4
lede/-r 3,leder-3.mp4
ledelse,ledelse.mp4
lederartikkel,lederartikkel.mp4
ledig,ledig.mp4
ledning,ledning.mp4
ledningsbrudd,ledningsbrudd.mp4
ledsage/-r,ledsage-r.mp4
legat,legat.mp4
lege (doktor),lege-doktor.mp4
legeme,legeme.mp4
legevakt,legevakt.mp4
legevisitt,legevisitt.mp4
legg (på benet),legg-paa-benet.mp4
leggbeskyttere,leggbeskyttere.mp4
legge (om person),legge-om-person.mp4
legge (om ting),legge-om-ting.mp4
legge (takstein),legge-takstein.mp4
legge frem,legge-frem.mp4
legge kledning (byggfag) 1,liggende-kledning-vegg.mp4
legge kledning (byggfag) 2,kledning-sette-opp.mp4
legge på,legge-paa.mp4
legge seg,legge-seg.mp4
legge ut,legge-ut.mp4
leggskinn,leggskinn.mp4
legitimasjon,legitimasjon.mp4
legning,legning.mp4
lei 1,lei-av-1.mp4
lei 2,lei-av-2.mp4
lei seg,lei-seg.mp4
lei/-t (trist),lei-t-trist.mp4
leie (å leie noe),leie-aa-leie-noe.mp4
Leif,leif.mp4
leilighet,leilighet.mp4
leir,leir.mp4
leire,leire.mp4
lekdommer,lekdommer.mp4
leke,leke.mp4
lekebil,lekebil.mp4
lekepark,lekepark.mp4
lekeplass,lekeplass.mp4
lekerom,lekerom.mp4
leketøy,leketoey.mp4
lekfolk,lekfolk.mp4
lekkasje 1,lekkasje.mp4
lekkasje 2,lekkasje-2.mp4
lekse,lekse.mp4
leksepult,leksepult.mp4
leksjon,leksjon.mp4
lekter (liggende),lekter-liggende.mp4
lekter (stående),lekte-vertikal.mp4
lem,lem.mp4
lenestol,lenestol.mp4
lengde (friidrett),lengde-friidrett.mp4
lengde (høyde),lengde-hoyde.mp4
lengde (størrelse),lengde-storrelse.mp4
lengde (varighet/avstand),lengde.mp4
lenge 1,lenge-1.mp4
lenge 2,lenge-2.mp4
lenge 3,lang-tid.mp4
lenge siden 1,lenge-siden-1.mp4
lenge siden 2,lenge-siden-2.mp4
lenge siden 3,lenge-siden.mp4
lengsel,lengsel.mp4
lengte,lengte.mp4
lenke (girlander),lenke-girlander.mp4
lenke (kjede),lenke-kjede.mp4
lenke/-t (bundet),lenke-t-bundet.mp4
lensmann,lensmann.mp4
leopard,leopard-2.mp4
leopard,leopard.mp4
leppe 1,leppe-1.mp4
leppe 2,leppe-2.mp4
leppestift,leppestift.mp4
lesbisk 1,lesbisk-1.mp4
lesbisk 2,lesbisk-2.mp4
lese,lese.mp4
lesebok,lesebok.mp4
Lesotho,lesotho.mp4
lete,lete.mp4
leteaksjon,leteaksjon.mp4
lett,lett.mp4
lettelse 1,lettelse-1.mp4
lettelse 2,lettelse-2.mp4
lettere depresjon,lettere-depresjon.mp4
lettmelk 1,lettmelk-1.mp4
lettmelk 2,lettmelk-2.mp4
leukemi,leukemi-1.mp4
leve 1,leve-1.mp4
leve 2,leve-2.mp4
levende,levende.mp4
lever (organ),lever-organ.mp4
levere - gi (f.eks. en tallerken),levere-gi-feks-en-tallerken.mp4
levere 1,levere-1.mp4
levere 2,levere-2.mp4
levere 3,levere-3.mp4
levere 4,levere-4.mp4
leverkreft,leverkreft.mp4
leverpostei 1,leverpostei-1.mp4
leverpostei 2,leverpostei-2.mp4
leverpostei 3,leverpostei-3.mp4
leverpostei 4,leverpostei-4.mp4
leverpostei 5,leverpostei-5.mp4
levestandard,levestandard.mp4
Libanon 1,libanon-1.mp4
Libanon 2,libanon-2.mp4
liberalisme,liberalisme.mp4
Libya,libya.mp4
lide/-lse,lide-lse.mp4
lidelse,lidelse.mp4
ligge (om person) 1,ligge-om-person-1.mp4
ligge (om person) 2,ligge-om-person-2.mp4
ligge (om ting),ligge-om-ting.mp4
ligge: elg ligger,elg-ligger.mp4
liggende (f.eks. skiskyting),liggende-feks-skiskyting.mp4
ligne,ligne.mp4
lignelse 1,lignelse-1.mp4
lignelse 2,lignelse-2.mp4
ligningskontor,ligningskontor.mp4
lik,lik.mp4
lik (død person) 1,lik-doed-person.mp4
lik (død person) 2,lik-1.mp4
like (om mat o.l.),like-om-mat-ol.mp4
like (to like),like-to-like.mp4
like godt,like-godt.mp4
like veldig godt,like-veldig-godt.mp4
likeglad/likegyldig,likeglad-likegyldig.mp4
liker,liker.mp4
liker-ikke,liker-ikke.mp4
likevel,likevel.mp4
likfunn 1,likfunn-1.mp4
likfunn 2,likfunn-2.mp4
likning,likning.mp4
likør,likoer.mp4
liksom 1,liksom.mp4
liksom 2,liksom-2.mp4
lilla,lilla.mp4
lille,lille.mp4
lillebror,lillebror.mp4
Lillehammer,lillehammer.mp4
lillehjerne,lillehjerne.mp4
lim,lim.mp4
lim/-e,lim-e.mp4
Linda,linda.mp4
lineær funksjon,lineaer-funksjon.mp4
lingvistikk,lingvistikk.mp4
linjal,linjal.mp4
linje,linje.mp4
linjedommer,linjedommer.mp4
"linser (luper, briller osv)",linser-luper-briller-osv.mp4
Lisa,lisa.mp4
Lisboa,lisboa.mp4
Lise 1,lise.mp4
Lise 2,lise-2.mp4
lisens,lisens.mp4
list (dør),list-2.mp4
list (gulv) 1,list-gulv.mp4
list (gulv) 2,list-gulv-2.mp4
liste,liste.mp4
liste (gå forsiktig),liste-gaa-forsiktig.mp4
listig,listig.mp4
Litauen,litauen.mp4
lite 1,lite-1.mp4
lite 2,lite-2.mp4
liten (i høyden),liten-i-hoeyden.mp4
liten (i lengden/bredden),liten-i-lengden-bredden.mp4
liten 1,liten-1.mp4
liten 2,liten-2.mp4
liten bakke,liten-bakke.mp4
liten/lite - munnstilling,liten-lite-munnstilling.mp4
liter,liter.mp4
litermål,litermaal.mp4
litt 1,litt-1.mp4
litt 2,litt.mp4
litteratur,litteratur.mp4
Liv (navn) 1,liv-4.mp4
Liv (navn) 2,liv-3.mp4
liv 1,liv-1.mp4
liv 2,liv-2.mp4
livbåt,livbaat.mp4
Liverpool,liverpool.mp4
livlig,livlig.mp4
livmorhalskreft,livmorhalskreft-2.mp4
livsfarlig,livsfarlig.mp4
livsforsikring,livsforsikring.mp4
livsglede,livsglede.mp4
livsstil,livsstil.mp4
livssyn,livssyn.mp4
livssynshumanisme,livssynshumanisme.mp4
ljå,ljaa.mp4
lodd,lodd.mp4
lodde (binde sammen),lodde.mp4
loddestang,loddestang.mp4
loddrett,loddrett.mp4
loddtrekning 1,loddtrekning-1.mp4
loddtrekning 2,loddtrekning-2.mp4
loft,loft.mp4
logge av,logge-av.mp4
logge på,logge-paa.mp4
logisk 1,logisk.mp4
logisk 2,logisk-2.mp4
logo 1,logo-1.mp4
logo 2,logo-2.mp4
logoped,logoped.mp4
lojal 1,lojal-1.mp4
lojal 2,lojal-2.mp4
lojalitet 1,lojalitet-1.mp4
lojalitet 2,lojalitet-2.mp4
lokal,lokal-1.mp4
lokalavis,lokalavis.mp4
lokale,lokale.mp4
lokk 1,lokk-1.mp4
lokk 2,lokk-2.mp4
lokke,lokke.mp4
lokomotiv,lokomotiv.mp4
lomme,lomme.mp4
lommebok,lommebok.mp4
lommekniv,lommekniv.mp4
lommelykt,lommelykt.mp4
lommeregner,lommeregner.mp4
London,london.mp4
losholt,losholt.mp4
lotteri,lotteri.mp4
lov (å få lov),lov-aa-faa-lov.mp4
lov (grunnlov osv.),lov-grunnlov-osv.mp4
lovbok,lovbok.mp4
love,love.mp4
lovsynge,lovsynge.mp4
løfte vekter,loefte-vekter.mp4
løk,loek.mp4
lønn,loenn.mp4
lønnsom,loennsom.mp4
lønnsoppgave,loennsoppgave.mp4
løpe 1,loepe-1.mp4
løpe 2,loepe-2.mp4
lørdag,loerdag.mp4
løs mage,loes-mage.mp4
løse 1,loese-1.mp4
løsning 1,loesning.mp4
løsning 2,loesning-1.mp4
løsrivelse,loesrivelse.mp4
løve,loeve.mp4
løvtre,loevtre.mp4
Lucia,Lucia.mp4
lue 1,lue-1.mp4
lue 2,lue-2.mp4
luft,luft.mp4
luft-kvelende,luft-kvelende.mp4
lufte,lufte.mp4
luftkompressor,luftkompressor.mp4
luftrør,luftror-1.mp4
luftskip,luftskip.mp4
lufttrykk,lufttrykk.mp4
luftvei,luftvei.mp4
luftveisinfeksjon,luftveisinfeksjon.mp4
Lukas (evangelie),lukas-evangelium.mp4
luke,luke.mp4
lukke (øynene),lukke-oeynene.mp4
lukke/lukket,lukke-lukket.mp4
lukker (fotografi),lukker.mp4
lukketid 1,lukketid.mp4
lukketid 2,lukketid-2.mp4
luksus 1,luksus-1.mp4
luksus 2,luksus-2.mp4
lukt,lukt.mp4
lukte 1,lukte-1.mp4
lukte 2,lukte-2.mp4
lumsk,lumsk.mp4
lun/-t,lun-t.mp4
lunge 1,lunge.mp4
lunge 2,lunge-2.mp4
lungebetennelse,lungebetennelse.mp4
lungekreft,lungekreft.mp4
lungesykdom,lungesykdom.mp4
lunken/lunkent,lunken-lunkent.mp4
lunsj,lunsj.mp4
lunsjpause,lunsjpause.mp4
lupe,lupe.mp4
lur,lur.mp4
lure,lure.mp4
lure på,lure-paa.mp4
lus,lus.mp4
Lusaka,lusaka.mp4
lutefisk,lutefisk.mp4
luthersk,luthersk.mp4
lyd,lyd.mp4
lydig,lydig.mp4
lydighet,lydighet.mp4
lykke/-lig,lykke-lig.mp4
lykkes,lykkes.mp4
lykt,lykt.mp4
lyn,lyn.mp4
lyng,lyng.mp4
lys (billys),lys-billys.mp4
lys (levende lys),lys-levende-lys.mp4
lys (om lampelys),lys-om-lampelys.mp4
lys 1,lyse-om-solen.mp4
lys 2,lys.mp4
lysblinkanlegg,lysblinkanlegg.mp4
"lyse (med lykt, fremover)",lyse-med-lykt-fremover.mp4
lysere,lysere.mp4
lyserød,lyseroed.mp4
lysestake,lysestake.mp4
lysfølsom,lysfoelsom.mp4
lysmikser,lysmikser.mp4
lysosom,lysosom.mp4
lyst,lyst.mp4
lytte 1,lytte.mp4
lytte 2,lytte-2.mp4
lytte 3,lytte-3.mp4
lyve,lyve.mp4
M,M.mp4
M (tohåndsalfabetet),M-2.mp4
må,maa.mp4
Mac,mac.mp4
Madagaskar 1,madagaskar-1.mp4
Madagaskar 2,madagaskar-2.mp4
madrass,madrass.mp4
Madrid 1,madrid-1.mp4
Madrid 2,madrid-2.mp4
mafia,mafia.mp4
mage,mage.mp4
magen,magen.mp4
magesekk,magesekk.mp4
Magne,magne.mp4
magnet,magnet.mp4
magnetisme,magnetisme.mp4
Magnus,magnus.mp4
Mahâyanâ (buddhismen),mahayana-buddhismen.mp4
mai 1,mai.mp4
mai 2,mai-2.mp4
mais,mais.mp4
majones 1,majones-1.mp4
majones 2,majones-2.mp4
majoritet,majoritet.mp4
makaroni,makaroni.mp4
måke (fugl) 1,maake-fugl-1.mp4
måke (fugl) 2,maake-fugl-2.mp4
måke (måke snø),maake-maake-snoe.mp4
Makedonia,makedonia.mp4
makrell,makrell.mp4
maks,maks.mp4
maksimum,maksimum.mp4
makt,makt.mp4
mål (formål),maal-formaal.mp4
mål (lage mål),maal-lage-maal.mp4
mal 1,mal-1.mp4
mål 1,maal-1.mp4
mal 2,mal-2.mp4
Malaysia,malaysia.mp4
måle (blodsukker),maale-blodsukker.mp4
male (knuse til mel),male-knuse-til-mel.mp4
male 1,male-1.mp4
måle 1,maale.mp4
male 2,male-2.mp4
måle 2,maale-3.mp4
måle 3,maalehoeyde.mp4
måle 4,maale-2.mp4
målebånd 2,maalbaand.mp4
maler (en maler),maler-en-maler.mp4
måler (instrument) 1,maaler-2-S.mp4
måler (instrument) 2,maaler-instrument-2.mp4
målestokk (linjal) 1,maalestokk.mp4
målestokk (linjal) 2,maalestokk-2.mp4
målform,maalform.mp4
mållinje,maallinje.mp4
målmann (i mål),maalmann-i-maal.mp4
Malmø,malmoe.mp4
målrettet,maalrettet.mp4
Malta 1,malta-1.mp4
Malta 2,malta-2.mp4
måltid,maaltid.mp4
mamma 1,mamma.mp4
mamma 2,mamma-2.mp4
manager,manager.mp4
Manchester United,manchester-united.mp4
mandag,mandag.mp4
Mandal,mandal.mp4
Mandala,mandala.mp4
mandler (kjertel),mandler-kjertel-2.mp4
måne,maane.mp4
måne (om hår),maane-om-haar.mp4
måned,maaned.mp4
måned: flere måneder,maaned-flere-maaneder.mp4
månedlige,maanedlige.mp4
månefase,maanefase.mp4
manet,manet.mp4
mange,mange.mp4
mange (klokken er mange),mange-klokken-er-mange.mp4
mange: veldig mange,mange-veldig-mange.mp4
mangle,mangle.mp4
mani,mani.mp4
manipulere,manipulere.mp4
manisk-depressiv lidelse,manisk-depressiv-lidelse.mp4
mann,mann.mp4
mann (ektemann),mann-ektemann.mp4
mansjettknapper,mansjettknapper.mp4
manuell 1,manuell-2.mp4
manuell 2,manuell-3.mp4
manuell 3,manuell.mp4
manus,manus.mp4
manuskript 1,manuskript.mp4
manuskript 2,manuskript-2.mp4
mappe,mappe.mp4
mappe (IT),mappe-it.mp4
maracas (kastanjetter),maracas-kastanjetter.mp4
marengskake,marengskake.mp4
mareritt 1,mareritt-1.mp4
mareritt 2,mareritt-2.mp4
Margrethe,margrethe.mp4
Mari,mari.mp4
Marianne 1,marianne-2.mp4
Marianne 2,marianne-3.mp4
Marie,marie.mp4
marihuana,marihuana.mp4
marinere,marinere.mp4
Marit,marit.mp4
Marius 1,marius.mp4
Marius 2,marius-2.mp4
mark,mark.mp4
markedsføring,markedsfoering.mp4
markere (idrett),markere-idrett.mp4
markere 1,markere-1.mp4
markere 2,markere-2.mp4
markør,markoer.mp4
markstang,markstang.mp4
Markus,markus.mp4
Markus (evangelie),markus-evangelium.mp4
Marokko 1,marokko-1.mp4
Marokko 2,marokko-3.mp4
mars,mars.mp4
marsipan,marsipan.mp4
marsipankake 1,marsipankake-3.mp4
marsipankake 2,marsipankake-4.mp4
marsjere,marsjere.mp4
Martin,martin.mp4
mas/-e,mas-e.mp4
masekopp,masekopp.mp4
maske,maske.mp4
maskin,maskin.mp4
maskingevær,maskingevaer.mp4
maskulin,maskulin.mp4
massasje,massasje.mp4
masse (mye),masse-mye.mp4
master,master.mp4
mat,mat.mp4
matboks,matboks.mp4
matbutikk,matbutikk.mp4
matchball,matchball.mp4
mate,mate.mp4
måte,maate.mp4
mate 2,mate-1.mp4
matematikk,matematikk.mp4
materiale 1,materiale.mp4
materiale 2,materiale-2.mp4
materialer,materialer-3.mp4
materialer (byggfag),materialer.mp4
materiell,materiell.mp4
mateske,mateske.mp4
matpakke,matpakke.mp4
matskål,matskaal.mp4
matte (gulvmatte) 1,matte.mp4
matte (gulvmatte) 2,matte-2.mp4
Matteus (evangelie),matteus-evangelium.mp4
maur,maur.mp4
Mazda,mazda.mp4
MC Donalds,mcdonalds.mp4
ME (myalgisk encefalopati),me-myalgisk-encefalopati.mp4
med,med.mp4
medalje,medalje.mp4
medarbeider,medarbeider.mp4
meddommer,meddommer.mp4
meddomsrett,meddomsrett.mp4
medfødt,medfoedt.mp4
media,media.mp4
medianen,medianen.mp4
medisin 1,medisin.mp4
medisin 2,medisin-2.mp4
medisin 3,medisin-3.mp4
medisterkaker,medisterkaker.mp4
meditasjon,meditasjon.mp4
meditere,meditere.mp4
medlem,medlem.mp4
medliturg,medliturg.mp4
meg,meg.mp4
megabit (datamengde),megabit-datamangde.mp4
meget,meget.mp4
meieri,meieri.mp4
mekaniker,mekaniker.mp4
Mekka,mekka.mp4
mekling,mekling.mp4
mektig,mektig.mp4
mel,mel.mp4
melde fra,melde-fra.mp4
melde/-ing,melde-ing.mp4
melk 1,melk-1.mp4
melk 2,melk-2.mp4
melk 3,melk-3.mp4
melke,melke.mp4
mellom,mellom.mp4
mellomaksel,mellomaksel.mp4
mellomgulv (anatomi),mellomgulv-anatomi.mp4
melon,melon.mp4
membran (bygg og anlegg),membran-2.mp4
membran (celle),membran-1.mp4
men,men.mp4
mene/-ing,mene-ing.mp4
menighet 1,menighet.mp4
menighet 2,menighet-2.mp4
menighet 3,menighet-3.mp4
meningsfylt liv,meningsfylt-liv.mp4
menisk 1,menisk-1.mp4
menisk 2,menisk-2.mp4
menneske 1,menneske-1.mp4
menneske 2,menneske-2.mp4
menneskerettighet,menneskerettighet.mp4
menneskerettighetsdomstol 1,menneskerettighetsdomstol-1.mp4
menneskerettighetsdomstol 2,menneskerettighetsdomstol-2.mp4
menneskesyn,menneskesyn.mp4
mens (i tid),mens-i-tid.mp4
mens (motsetning),mens-motsetning.mp4
menstruasjon (mens) 1,menstruasjon-mens-1.mp4
menstruasjon (mens) 2,menstruasjon-mens-2.mp4
mental,mental.mp4
mente ikke,mente-ikke.mp4
meny,meny.mp4
mer 1,mer-1.mp4
mer 2,mer-2.mp4
mer 3,mer-3.mp4
Mercedes 1,mercedes-1.mp4
Mercedes 2,mercedes-2.mp4
merke,merke-bilmerke.mp4
merkelig,merkelig.mp4
meslinger 1,meslinger-2.mp4
meslinger 2,meslinger.mp4
messe,messe.mp4
Messias,messias.mp4
messing,messing.mp4
mest 1,mest.mp4
mest 2,mest-2.mp4
mester,mester.mp4
mester (fag),mester-fag.mp4
mesterskap,mesterskap.mp4
mestre,mestre.mp4
mestring,mestring.mp4
mestringsfølelse,mestringsfolelse.mp4
metafor,metafor.mp4
metall,metall.mp4
metanol,metanol.mp4
meteor,meteor.mp4
meteorolog 1,meterolog-1.mp4
meteorolog 2,meterologi-2.mp4
meter,meter.mp4
meterstokk,meterstokk.mp4
metode,metode.mp4
Metodister,metodister.mp4
metorolog 2,meterologi-2.mp4
mett,mett.mp4
Mette,mette.mp4
mettet (fettsyre),mettet-fettsyre.mp4
Mexico 1,mexico-1.mp4
Mexico 2,mexico-2.mp4
Mexico 3,mexico-3.mp4
middag 1,middag.mp4
middag 2,middag-2.mp4
middel,middel.mp4
middelverdi,middelverdi.mp4
midnatt 1,midnatt-1.mp4
midnatt 2,midnatt-2.mp4
midt 1,midt-1.mp4
midt 2,midt-2.mp4
midtback 1,midtback-1.mp4
midtback 2,midtback-2.mp4
midtbane 1,midtbane-1.mp4
midtbane 2,midtbane-2.mp4
midtnattsol,midtnattsol.mp4
Midtøsten,midtoesten.mp4
Midtøsten 1,midtoesten-1.mp4
Midtøsten 2,midtoesten-2.mp4
midtpunkt,midtpunkt.mp4
midtpunkt 2,midtpunkt-2.mp4
midtsirkel,midtsirkel.mp4
midtstopper 1,midtstopper-1.mp4
midtstopper 2,midtstopper-2.mp4
migrene,migrene.mp4
Mikke Mus,mikke-mus.mp4
mikrobølgeovn,mikroboelgeovn.mp4
mikrofon,mikrofon.mp4
mikroskop,mikroskop.mp4
miksebord,miksebord.mp4
mil,mil.mp4
Milano,milano.mp4
mild/mildt,mild.mp4
militær 1,militaer-1.mp4
militær 2,militaer-2.mp4
miljø,miljoe.mp4
Miljøpartiet de grønne,miljoepartiet-de-groenne.mp4
miljøterapeut,miljoterapeut.mp4
milliard,milliard.mp4
millimeter,millimeter.mp4
millimeterpapir,millimeterpapir.mp4
million 1,million-1.mp4
million 2,million-2.mp4
milt,milt.mp4
mime,mime.mp4
mime 1,mime-1.mp4
mime 2,mime-2.mp4
min,min.mp4
mindre 1,mindre.mp4
mindre 2,mindre-2.mp4
mindreårig,mindreaarig.mp4
minibank,minibank.mp4
minibuss,minibuss.mp4
minimum,minimum.mp4
minister,minister.mp4
minke,minke.mp4
minne 1,minne.mp4
minne 2,minne-2.mp4
minnekort,minnekort.mp4
minnesmerke,minnesmerke.mp4
minnestein,minnestein.mp4
minoritet,minoritet.mp4
minst,minst.mp4
minus,minus.mp4
minutt,minutt.mp4
mirakel,mirakel.mp4
misbruk,misbruk.mp4
misfornøyd,misfornoeyd.mp4
misforståelse 1,misforstaaelse-1.mp4
misforståelse 2,misforstaaelse-2.mp4
misjon/-ere,misjon.mp4
misjonær,misjonaer.mp4
misjonere (religiøs nøytral),misjonere.mp4
mislykket 1,mislykket-1.mp4
mislykket 2,mislykket-2.mp4
miss,miss.mp4
mistanke,mistanke.mp4
miste,miste.mp4
mistenke,mistenke.mp4
mistenkt,mistenkt.mp4
misunne/-lig,misunne-lig.mp4
mitokondrie 1,mitokondrie-1.mp4
mitokondrie 1,mitokondrie-4.mp4
mitokondrie 2,mitokondrie-3.mp4
mitokondrie 3,mitokondrie-2.mp4
mitose,mitose.mp4
mitt,mitt.mp4
mix-double,mix-double.mp4
mixmaster,mixmaster.mp4
mobbe 1,mobbe-1.mp4
mobbe 2,mobbe-2.mp4
mobil (telefon),mobil-telefon.mp4
modell,modell.mp4
moden/modent,moden-modent.mp4
moderasjon (avslag),moderasjon-avslag.mp4
moderne,moderne.mp4
modernisme,modernisme.mp4
modig,modig.mp4
Molde,molde.mp4
molekyl 1,molekyl-1.mp4
molekyl 2,molekyl-2.mp4
moment,moment.mp4
moms,moms.mp4
monarki,monarki.mp4
Mongolia,mongolia.mp4
Monika-Monica,monika-monica.mp4
monogami,monogami.mp4
monopol,monopol.mp4
monosakkarid,monosakkarid.mp4
monster,monster.mp4
monter,monter.mp4
montere 1,montere-1.mp4
montere 2,montere.mp4
Montreal,montreal.mp4
mor 1,mor-1.mp4
mor 2,mor-2.mp4
moral,moral.mp4
moralsk,moralsk.mp4
mord,mord.mp4
morder,morder.mp4
morgen 1,morgen-1.mp4
morgen 2,morgen-2.mp4
mormoner,mormoner.mp4
mormor,mormor.mp4
moro,moro.mp4
morsmål,morsmaal.mp4
morsom/morsomt,morsom-morsomt.mp4
morsside,morsside.mp4
Morten,morten.mp4
Mosambik,mosambik.mp4
mose,mose.mp4
mosebok,mosebok.mp4
Moses,moses.mp4
mosjon,mosjon.mp4
mosjonere,mosjonere.mp4
Mosjøen,mosjoen.mp4
moske 1,moske.mp4
moske 2,moske-2.mp4
Moskva 1,moskva-1.mp4
Moskva 2,moskva-2.mp4
Moss,moss.mp4
mot (imot),mot-imot.mp4
mot (modig),mot-modig.mp4
mot (retning),mot-retning.mp4
mote,mote.mp4
motgang,motgang.mp4
motivasjon,motivasjon.mp4
motivere,motivere.mp4
motor,motor.mp4
motorblokk,motorblokk.mp4
motordeler,motordeler.mp4
motorsag,motorsag.mp4
motorsykkel,motorsykkel.mp4
motsatt,motsatt.mp4
motstand (gjøre motstand) 1,motstand-gjoere-motstand-1.mp4
motstand (gjøre motstand) 2,motstand-gjoere-motstand-2.mp4
motstander,motstander.mp4
motta (gaver o.l.),motta-gaver-ol.mp4
møbler,moebler.mp4
møkk,moekk-2.mp4
Møller,Moeller.mp4
møne,moene.mp4
mønedrager,moenedrager.mp4
mønster,moenster.mp4
Møre og Romsdal,moere-romsdal.mp4
mørk/mørkt,moerk-moerkt.mp4
mørt (feks kjøtt),mort-kjottet-blir-mort.mp4
møte (holde møte) 1,moete-holde-moete.mp4
møte (holde møte) 2,moete-holde-moete-2.mp4
møte (treffe),moete-treffe.mp4
møtes,moetes.mp4
MS (multippel sklerose),ms-multippel-sklerose.mp4
muffins 3,muffins-3.mp4
mugge,mugge.mp4
Muhammed (islam) 1,muhammed-islam.mp4
Muhammed (islam) 2,muhammed-islam-2.mp4
mulig,mulig.mp4
mulig/-het,mulig-het.mp4
muligheter,muligheter.mp4
mullah,mullah.mp4
multikulturell,multikulturell.mp4
multiplikasjon (.),multiplikasjon-.mp4
munk 1,munk-1.mp4
munk 2,munk-2.mp4
munn,munn.mp4
munnavlese/-ning,munnavlese-ning.mp4
munnspill,munnspill.mp4
muntlig (oral),muntlig-oral.mp4
mur,mur.mp4
mus,mus.mp4
museum,museum.mp4
musiker,musiker.mp4
musikk 1,musikk-1.mp4
musikk 2,musikk-2.mp4
musikkinstrument,musikkinstrument.mp4
muskel,muskel.mp4
muskelvev,muskelvev.mp4
muslim,muslim-2.mp4
mutasjon 1,mutasjon-1.mp4
mutasjon 2,mutasjon-2.mp4
mutter,mutter.mp4
muttertrekker,muttertrekker.mp4
mye 1,mye.mp4
mye 2,mye-1.mp4
mygg,mygg.mp4
myk,myk.mp4
myndig 1,myndig-1.mp4
myndig 2,myndig-2.mp4
myndighet,myndighet.mp4
mynt 1,mynt-1.mp4
mynt 2,mynt-2.mp4
mynter,mynter.mp4
myr,myr.mp4
myrde,myrde.mp4
mystisk/mystikk,mystisk-mystikk.mp4
myte,myte.mp4
N,N.mp4
N (tohåndsalfabet),alpha.mp4
N (tohåndsalfabetet),N-2.mp4
nå,naa.mp4
nabo,nabo.mp4
Nairobi,nairobi.mp4
naiv,naiv.mp4
naken 1,naken-1.mp4
naken 2,naken-2.mp4
nakke,nakke.mp4
nål,naal.mp4
Namibia,namibia.mp4
Namsos,namsos.mp4
nanbrød,nanbroed.mp4
nanoteknologi,nanoteknologi.mp4
nappe,nappe.mp4
når 1,naar-1.mp4
når 2,naar-2.mp4
Nardo,nardo.mp4
narkomani,narkomani.mp4
narkose (bedøvelse),narkose-1.mp4
narkose (tilstand),narkose-2.mp4
narkotika,narkotika.mp4
narre,narre.mp4
Narvik,narvik.mp4
nasjonal,nasjonal.mp4
nasjonaldag,nasjonaldag.mp4
nasjonalromantikk,nasjonalromantikk.mp4
natrium,natrium.mp4
natt,natt.mp4
nattkjole,nattkjole.mp4
nattverd 1,nattverd.mp4
nattverd 2,nattverd-2.mp4
natur,natur.mp4
naturalisme,naturalisme.mp4
naturfag,naturfag.mp4
naturlig/-vis,naturlig-vis.mp4
naturvern,naturvern.mp4
navigasjon,navigasjon.mp4
navle,navle.mp4
navn,navn.mp4
navnefest,navnefest.mp4
nazisme,nazisme.mp4
nær,naer.mp4
næring,naering.mp4
næringsliv 1,naeringsliv-1.mp4
næringsliv 2,naeringsliv-2.mp4
nærme,naerme.mp4
nærradio,naerradio.mp4
nærsynt,naersynt.mp4
nærvær,naervaer.mp4
nebb,nebb.mp4
ned,ned.mp4
ned: falle ned,ned-falle-ned.mp4
nedbør,nedboer.mp4
nede,nede.mp4
nederlag (tap) 1,nederlag-tap-1.mp4
nederlag (tap) 2,nederlag-tap-2.mp4
Nederland,nederland.mp4
nedfor (deprimert),nedfor-deprimert.mp4
nedfôring (tak),nedforing.mp4
nedlagt,nedlagt-henlagt.mp4
nedløp (byggfag),nedloep.mp4
Nedre Gausen,Nedre-Gausen.mp4
nedsatt,nedsatt.mp4
nedsettende,nedsettende.mp4
negativ,negativ.mp4
negative symptomer,negative-symptomer.mp4
negative tall,negative-tall.mp4
negl,negl.mp4
neglbørste,neglboerste.mp4
nei,nei.mp4
nei takk,nei-takk.mp4
nei: få nei,nei-faa-nei.mp4
neie,neie.mp4
nekte,nekte.mp4
Nepal,nepal.mp4
nerd,nerd.mp4
nerve 1,nerve-1.mp4
nerve 2,nerve-2.mp4
nerve 3,nerve-4.mp4
nerve 4,nerve-5.mp4
nervevev,nervevev.mp4
nervøs 1,nervoes-1.mp4
nervøs 2,nervoes-2.mp4
nese,nese.mp4
nese: krum nese,krum-nese-oernenese.mp4
nese: oppstoppernese,nese-oppstoppernese.mp4
nese: spiss,nese-spiss.mp4
"nese: stor, klumpet",nese-stor-klumpet.mp4
nesehulen,nesehulen.mp4
nesespray,nesespray.mp4
nesespray (bruke n-),nesespray-bruke-2.mp4
neshorn,neshorn.mp4
nest sist/-e 1,nest-sist-e-1.mp4
nest sist/-e 2,nest-sist-e-2.mp4
neste,neste.mp4
neste 2,neste-2.mp4
nesten 1,nesten-1.mp4
nesten 2,nesten-2.mp4
nett,nett.mp4
nett-TV,nett-tv.mp4
nett: på håv,nett-paa-haav.mp4
nettavis 1,nettavis.mp4
